function	function_usr	domain	provenance	current_source	current_header	original_source	original_header
p101_ether_ntohost	c:@F@p101_ether_ntohost	network	common-Unix	libraries/lib_network/src/net/ethernet.c	libraries/lib_network/include/p101_network/net/p101_ethernet.h	libraries/lib_unix/src/net/ethernet.c	libraries/lib_unix/include/p101_unix/net/p101_ethernet.h
p101_freeaddrinfo	c:@F@p101_freeaddrinfo	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_freeifaddrs	c:@F@p101_freeifaddrs	network	common-Unix	libraries/lib_network/src/ifaddrs.c	libraries/lib_network/include/p101_network/p101_ifaddrs.h	libraries/lib_unix/src/ifaddrs.c	libraries/lib_unix/include/p101_unix/p101_ifaddrs.h
p101_gai_strerror	c:@F@p101_gai_strerror	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_getaddrinfo	c:@F@p101_getaddrinfo	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_getifaddrs	c:@F@p101_getifaddrs	network	common-Unix	libraries/lib_network/src/ifaddrs.c	libraries/lib_network/include/p101_network/p101_ifaddrs.h	libraries/lib_unix/src/ifaddrs.c	libraries/lib_unix/include/p101_unix/p101_ifaddrs.h
p101_getnameinfo	c:@F@p101_getnameinfo	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_getpeername	c:@F@p101_getpeername	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_getsockname	c:@F@p101_getsockname	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_getsockopt	c:@F@p101_getsockopt	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_htonl	c:@F@p101_htonl	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_htons	c:@F@p101_htons	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_if_freenameindex	c:@F@p101_if_freenameindex	network	POSIX	libraries/lib_network/src/net/if.c	libraries/lib_network/include/p101_network/net/p101_if.h	libraries/lib_posix/src/net/if.c	libraries/lib_posix/include/p101_posix/net/p101_if.h
p101_if_indextoname	c:@F@p101_if_indextoname	network	POSIX	libraries/lib_network/src/net/if.c	libraries/lib_network/include/p101_network/net/p101_if.h	libraries/lib_posix/src/net/if.c	libraries/lib_posix/include/p101_posix/net/p101_if.h
p101_if_nameindex	c:@F@p101_if_nameindex	network	POSIX	libraries/lib_network/src/net/if.c	libraries/lib_network/include/p101_network/net/p101_if.h	libraries/lib_posix/src/net/if.c	libraries/lib_posix/include/p101_posix/net/p101_if.h
p101_if_nametoindex	c:@F@p101_if_nametoindex	network	POSIX	libraries/lib_network/src/net/if.c	libraries/lib_network/include/p101_network/net/p101_if.h	libraries/lib_posix/src/net/if.c	libraries/lib_posix/include/p101_posix/net/p101_if.h
p101_inet_addr	c:@F@p101_inet_addr	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_inet_aton	c:@F@p101_inet_aton	network	common-Unix	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_unix/src/arpa/inet.c	libraries/lib_unix/include/p101_unix/arpa/p101_inet.h
p101_inet_lnaof	c:@F@p101_inet_lnaof	network	common-Unix	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_unix/src/arpa/inet.c	libraries/lib_unix/include/p101_unix/arpa/p101_inet.h
p101_inet_makeaddr	c:@F@p101_inet_makeaddr	network	common-Unix	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_unix/src/arpa/inet.c	libraries/lib_unix/include/p101_unix/arpa/p101_inet.h
p101_inet_net_ntop	c:@F@p101_inet_net_ntop	network	common-Unix	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_unix/src/arpa/inet.c	libraries/lib_unix/include/p101_unix/arpa/p101_inet.h
p101_inet_net_pton	c:@F@p101_inet_net_pton	network	common-Unix	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_unix/src/arpa/inet.c	libraries/lib_unix/include/p101_unix/arpa/p101_inet.h
p101_inet_netof	c:@F@p101_inet_netof	network	common-Unix	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_unix/src/arpa/inet.c	libraries/lib_unix/include/p101_unix/arpa/p101_inet.h
p101_inet_network	c:@F@p101_inet_network	network	common-Unix	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_unix/src/arpa/inet.c	libraries/lib_unix/include/p101_unix/arpa/p101_inet.h
p101_inet_ntoa	c:@F@p101_inet_ntoa	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_inet_ntop	c:@F@p101_inet_ntop	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_inet_pton	c:@F@p101_inet_pton	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_listen	c:@F@p101_listen	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_ntohl	c:@F@p101_ntohl	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_ntohs	c:@F@p101_ntohs	network	POSIX	libraries/lib_network/src/arpa/inet.c	libraries/lib_network/include/p101_network/arpa/p101_inet.h	libraries/lib_posix/src/arpa/inet.c	libraries/lib_posix/include/p101_posix/arpa/p101_inet.h
p101_recv	c:@F@p101_recv	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_recvfrom	c:@F@p101_recvfrom	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_recvmsg	c:@F@p101_recvmsg	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_send	c:@F@p101_send	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_sendmsg	c:@F@p101_sendmsg	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_sendto	c:@F@p101_sendto	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_sethostent	c:@F@p101_sethostent	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_setnetent	c:@F@p101_setnetent	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_setprotoent	c:@F@p101_setprotoent	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_setservent	c:@F@p101_setservent	network	POSIX	libraries/lib_network/src/netdb.c	libraries/lib_network/include/p101_network/p101_netdb.h	libraries/lib_posix/src/netdb.c	libraries/lib_posix/include/p101_posix/p101_netdb.h
p101_setsockopt	c:@F@p101_setsockopt	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_shutdown	c:@F@p101_shutdown	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_sockatmark	c:@F@p101_sockatmark	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_socket	c:@F@p101_socket	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_socketpair	c:@F@p101_socketpair	network	POSIX	libraries/lib_network/src/sys/socket.c	libraries/lib_network/include/p101_network/sys/p101_socket.h	libraries/lib_posix/src/sys/socket.c	libraries/lib_posix/include/p101_posix/sys/p101_socket.h
p101_alarm	c:@F@p101_alarm	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_execv	c:@F@p101_execv	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_execve	c:@F@p101_execve	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_execvp	c:@F@p101_execvp	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_fork	c:@F@p101_fork	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_getpgid	c:@F@p101_getpgid	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_getpgrp	c:@F@p101_getpgrp	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_getpid	c:@F@p101_getpid	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_getppid	c:@F@p101_getppid	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_getpriority	c:@F@p101_getpriority	process	XSI	libraries/lib_process/src/sys/resource.c	libraries/lib_process/include/p101_process/sys/p101_resource.h	libraries/lib_posix_xsi/src/sys/resource.c	libraries/lib_posix_xsi/include/p101_posix_xsi/sys/p101_resource.h
p101_getrlimit	c:@F@p101_getrlimit	process	XSI	libraries/lib_process/src/sys/resource.c	libraries/lib_process/include/p101_process/sys/p101_resource.h	libraries/lib_posix_xsi/src/sys/resource.c	libraries/lib_posix_xsi/include/p101_posix_xsi/sys/p101_resource.h
p101_getrusage	c:@F@p101_getrusage	process	XSI	libraries/lib_process/src/sys/resource.c	libraries/lib_process/include/p101_process/sys/p101_resource.h	libraries/lib_posix_xsi/src/sys/resource.c	libraries/lib_posix_xsi/include/p101_posix_xsi/sys/p101_resource.h
p101_getsid	c:@F@p101_getsid	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_kill	c:@F@p101_kill	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_killpg	c:@F@p101_killpg	process	XSI	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix_xsi/src/signal.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_signal.h
p101_nice	c:@F@p101_nice	process	XSI	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix_xsi/src/unistd.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_unistd.h
p101_pause	c:@F@p101_pause	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_pclose	c:@F@p101_pclose	process	POSIX	libraries/lib_process/src/stdio.c	libraries/lib_process/include/p101_process/p101_stdio.h	libraries/lib_posix/src/stdio.c	libraries/lib_posix/include/p101_posix/p101_stdio.h
p101_popen	c:@F@p101_popen	process	POSIX	libraries/lib_process/src/stdio.c	libraries/lib_process/include/p101_process/p101_stdio.h	libraries/lib_posix/src/stdio.c	libraries/lib_posix/include/p101_posix/p101_stdio.h
p101_posix_spawn	c:@F@p101_posix_spawn	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawn_file_actions_addclose	c:@F@p101_posix_spawn_file_actions_addclose	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawn_file_actions_adddup2	c:@F@p101_posix_spawn_file_actions_adddup2	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawn_file_actions_addopen	c:@F@p101_posix_spawn_file_actions_addopen	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawn_file_actions_destroy	c:@F@p101_posix_spawn_file_actions_destroy	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawn_file_actions_init	c:@F@p101_posix_spawn_file_actions_init	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_destroy	c:@F@p101_posix_spawnattr_destroy	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_getflags	c:@F@p101_posix_spawnattr_getflags	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_getpgroup	c:@F@p101_posix_spawnattr_getpgroup	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_getsigdefault	c:@F@p101_posix_spawnattr_getsigdefault	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_getsigmask	c:@F@p101_posix_spawnattr_getsigmask	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_init	c:@F@p101_posix_spawnattr_init	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_setflags	c:@F@p101_posix_spawnattr_setflags	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_setpgroup	c:@F@p101_posix_spawnattr_setpgroup	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_setsigdefault	c:@F@p101_posix_spawnattr_setsigdefault	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnattr_setsigmask	c:@F@p101_posix_spawnattr_setsigmask	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_posix_spawnp	c:@F@p101_posix_spawnp	process	POSIX-optional	libraries/lib_process/src/spawn.c	libraries/lib_process/include/p101_process/p101_spawn.h	libraries/lib_posix_optional/src/spawn.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_spawn.h
p101_putenv	c:@F@p101_putenv	process	XSI	libraries/lib_process/src/stdlib.c	libraries/lib_process/include/p101_process/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_sched_get_priority_max	c:@F@p101_sched_get_priority_max	process	POSIX-optional	libraries/lib_process/src/sched.c	libraries/lib_process/include/p101_process/p101_sched.h	libraries/lib_posix_optional/src/sched.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_sched.h
p101_sched_get_priority_min	c:@F@p101_sched_get_priority_min	process	POSIX-optional	libraries/lib_process/src/sched.c	libraries/lib_process/include/p101_process/p101_sched.h	libraries/lib_posix_optional/src/sched.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_sched.h
p101_sched_yield	c:@F@p101_sched_yield	process	POSIX	libraries/lib_process/src/sched.c	libraries/lib_process/include/p101_process/p101_sched.h	libraries/lib_posix/src/sched.c	libraries/lib_posix/include/p101_posix/p101_sched.h
p101_setenv	c:@F@p101_setenv	process	POSIX	libraries/lib_process/src/stdlib.c	libraries/lib_process/include/p101_process/p101_stdlib.h	libraries/lib_posix/src/stdlib.c	libraries/lib_posix/include/p101_posix/p101_stdlib.h
p101_setpgid	c:@F@p101_setpgid	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_setpriority	c:@F@p101_setpriority	process	XSI	libraries/lib_process/src/sys/resource.c	libraries/lib_process/include/p101_process/sys/p101_resource.h	libraries/lib_posix_xsi/src/sys/resource.c	libraries/lib_posix_xsi/include/p101_posix_xsi/sys/p101_resource.h
p101_setrlimit	c:@F@p101_setrlimit	process	XSI	libraries/lib_process/src/sys/resource.c	libraries/lib_process/include/p101_process/sys/p101_resource.h	libraries/lib_posix_xsi/src/sys/resource.c	libraries/lib_posix_xsi/include/p101_posix_xsi/sys/p101_resource.h
p101_setsid	c:@F@p101_setsid	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_sigaction	c:@F@p101_sigaction	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigaddset	c:@F@p101_sigaddset	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigaltstack	c:@F@p101_sigaltstack	process	XSI	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix_xsi/src/signal.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_signal.h
p101_sigdelset	c:@F@p101_sigdelset	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigemptyset	c:@F@p101_sigemptyset	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigfillset	c:@F@p101_sigfillset	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigismember	c:@F@p101_sigismember	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_siglongjmp	c:@F@p101_siglongjmp	process	POSIX	libraries/lib_process/src/setjmp.c	libraries/lib_process/include/p101_process/p101_setjmp.h	libraries/lib_posix/src/setjmp.c	libraries/lib_posix/include/p101_posix/p101_setjmp.h
p101_sigpending	c:@F@p101_sigpending	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigprocmask	c:@F@p101_sigprocmask	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigsuspend	c:@F@p101_sigsuspend	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sigwait	c:@F@p101_sigwait	process	POSIX	libraries/lib_process/src/signal.c	libraries/lib_process/include/p101_process/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_sleep	c:@F@p101_sleep	process	POSIX	libraries/lib_process/src/unistd.c	libraries/lib_process/include/p101_process/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_times	c:@F@p101_times	process	POSIX	libraries/lib_process/src/sys/times.c	libraries/lib_process/include/p101_process/sys/p101_times.h	libraries/lib_posix/src/sys/times.c	libraries/lib_posix/include/p101_posix/sys/p101_times.h
p101_unsetenv	c:@F@p101_unsetenv	process	POSIX	libraries/lib_process/src/stdlib.c	libraries/lib_process/include/p101_process/p101_stdlib.h	libraries/lib_posix/src/stdlib.c	libraries/lib_posix/include/p101_posix/p101_stdlib.h
p101_wait	c:@F@p101_wait	process	POSIX	libraries/lib_process/src/sys/wait.c	libraries/lib_process/include/p101_process/sys/p101_wait.h	libraries/lib_posix/src/sys/wait.c	libraries/lib_posix/include/p101_posix/sys/p101_wait.h
p101_waitid	c:@F@p101_waitid	process	POSIX	libraries/lib_process/src/sys/wait.c	libraries/lib_process/include/p101_process/sys/p101_wait.h	libraries/lib_posix/src/sys/wait.c	libraries/lib_posix/include/p101_posix/sys/p101_wait.h
p101_waitpid	c:@F@p101_waitpid	process	POSIX	libraries/lib_process/src/sys/wait.c	libraries/lib_process/include/p101_process/sys/p101_wait.h	libraries/lib_posix/src/sys/wait.c	libraries/lib_posix/include/p101_posix/sys/p101_wait.h
p101_arc4random	c:@F@p101_arc4random	random	common-Unix	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_unix/src/stdlib.c	libraries/lib_unix/include/p101_unix/p101_stdlib.h
p101_arc4random_buf	c:@F@p101_arc4random_buf	random	common-Unix	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_unix/src/stdlib.c	libraries/lib_unix/include/p101_unix/p101_stdlib.h
p101_arc4random_uniform	c:@F@p101_arc4random_uniform	random	common-Unix	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_unix/src/stdlib.c	libraries/lib_unix/include/p101_unix/p101_stdlib.h
